id,location_region_name,location_city_name,location_district_name,last_refresh_time,price_usd,land_area,Land_for_garden,Land_for_construction,Industrial_land,Agricultural_land,Price_per_sotix
52891158,Ташкентская область,Назарбек,0,2025-02-13,21000.0,4,0,0,0,0,21000.0
51622740,Ташкентская область,Ташкент,Яккасарайский район,2024-05-13,260000.0,2,0,1,0,0,130000.0
56466143,Ташкентская область,Кибрай,0,2024-12-09,22000.0,7,0,1,0,0,22000.0
55098422,Ташкентская область,Кибрай,0,2024-11-20,44999.0,6,0,1,0,0,44999.0
50323632,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-12-14,15000.0,40,0,1,0,0,15000.0
54283143,Ташкентская область,Кибрай,0,2025-01-05,27500.0,8,0,1,0,0,27500.0
55776194,Ташкентская область,Паркент,0,2024-11-23,650000.0,150,0,1,0,0,4333.0
50900888,Ташкентская область,Искандар,0,2024-05-13,735000.0,1,0,1,0,0,735000.0
56741676,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-03-01,450000.0,600,0,1,0,0,750.0
56535796,Ташкентская область,Уртааул,0,2024-11-06,16000.0,3,0,1,0,0,16000.0
55409053,Ташкентская область,Ташкент,Юнусабадский район,2024-10-20,20000.0,8,0,1,0,0,20000.0
53877003,Ташкентская область,Ташкент,Яшнабадский район,2024-07-18,140000.0,3,0,1,0,0,46667.0
55982673,Ташкентская область,Янгибазар,0,2024-08-29,40000.0,6,0,0,1,0,40000.0
53913822,Ташкентская область,Ташкент,Шайхантахурский район,2024-08-31,137000.0,2,0,1,0,0,68500.0
55478802,Ташкентская область,Кибрай,0,2025-03-02,30000.0,3,0,1,0,0,30000.0
55400930,Ташкентская область,Ташкент,Сергелийский район,2025-03-28,33500.0,300,0,1,0,0,33500.0
48083712,Ташкентская область,Кибрай,0,2024-05-05,80000.0,8,0,1,0,0,10000.0
54840154,Ташкентская область,Ташкент,Юнусабадский район,2024-08-26,700000.0,5,0,1,0,0,140000.0
57187914,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-11-20,100000.0,3,0,0,0,0,33333.0
55483047,Ташкентская область,Ташкент,Юнусабадский район,2024-08-02,560000.0,7,0,1,0,0,80000.0
54197985,Ташкентская область,Ташкент,Юнусабадский район,2024-05-26,30000.0,400,0,1,0,0,30000.0
58265058,Ташкентская область,Дустабад,0,2025-02-01,15000.0,10,0,1,0,0,15000.0
56003608,Ташкентская область,Чирчик,0,2025-05-06,200000.0,24,0,1,0,0,8333.0
56036286,Ташкентская область,Ташкент,Шайхантахурский район,2024-09-02,87000.0,5,0,1,0,0,17400.0
54458415,Ташкентская область,Келес,0,2024-08-18,50000.0,3,0,0,0,0,50000.0
52910865,Ташкентская область,Янгиюль,0,2025-03-16,95000.0,7,0,0,0,0,13571.0
58070533,Ташкентская область,Ташкент,Яшнабадский район,2025-03-21,202000.0,8,0,1,0,0,25250.0
53049180,Ташкентская область,Газалкент,0,2024-12-24,5000.0,15,0,1,0,0,5000.0
58265996,Ташкентская область,Зангиата,0,2025-02-01,450000.0,150,0,1,0,0,3000.0
51357455,Ташкентская область,Ташкент,Мирабадский район,2024-06-12,218000.0,5,0,1,0,0,43600.0
59343595,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-04-12,35000.0,1,0,1,0,0,35000.0
53389295,Ташкентская область,Кибрай,0,2024-06-17,40000.0,8,0,0,0,0,40000.0
51450156,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-16,60000.0,40,0,1,0,0,60000.0
50806792,Ташкентская область,Янгиюль,0,2024-11-13,3000.0,35,0,0,0,0,3000.0
48145815,Ташкентская область,Ташкент,Бектемирский район,2024-05-08,25000.0,2,0,1,0,0,25000.0
47628748,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-02-02,50000.0,3,0,1,0,0,50000.0
53631628,Ташкентская область,Кибрай,0,2024-07-22,27000.0,10,0,1,0,0,27000.0
55116069,Ташкентская область,Эшангузар,0,2024-08-02,280000.0,10,0,1,0,0,28000.0
54300988,Ташкентская область,Ташкент,Сергелийский район,2024-07-01,43000.0,3,0,1,0,0,43000.0
56899072,Ташкентская область,Ташкент,Юнусабадский район,2024-11-01,240000.0,170,0,0,0,0,1412.0
53564598,Ташкентская область,Ташкент,Алмазарский район,2024-11-24,65000.0,3,0,1,0,0,65000.0
54799107,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-02,2500000.0,36,0,1,0,0,69444.0
43561724,Ташкентская область,Чиназ,0,2025-02-21,20000.0,12,0,0,0,0,20000.0
55667328,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-29,240000.0,4,0,1,0,0,60000.0
52068612,Ташкентская область,Янгиюль,0,2024-10-02,50000.0,10,0,1,0,0,50000.0
47661504,Ташкентская область,Янгиюль,0,2024-04-10,80000.0,20,0,1,0,0,4000.0
42577463,Ташкентская область,Ташкент,Мирабадский район,2024-07-23,350000.0,6,0,1,0,0,58333.0
59031202,Ташкентская область,Ташкент,Сергелийский район,2025-04-01,45000.0,3,0,1,0,0,45000.0
57670387,Ташкентская область,Ташкент,Яккасарайский район,2024-12-23,120000.0,4,0,1,0,0,30000.0
52964123,Ташкентская область,Кибрай,0,2024-04-23,45000.0,3,1,0,0,0,45000.0
53819801,Ташкентская область,Ташкент,Мирабадский район,2024-05-04,11250000.0,150,0,0,0,0,75000.0
59556978,Ташкентская область,Ташкент,Яшнабадский район,2025-04-27,23000.0,300,0,1,0,0,23000.0
54920445,Ташкентская область,Ташкент,Юнусабадский район,2024-09-18,19000.0,8,0,1,0,0,19000.0
55279345,Ташкентская область,Ташкент,Шайхантахурский район,2024-08-18,90000.0,2,0,0,0,0,45000.0
51105435,Ташкентская область,Кибрай,0,2024-11-24,13500.0,8,0,1,0,0,13500.0
54221542,Ташкентская область,Ташкент,Юнусабадский район,2024-05-27,50000.0,4,0,1,0,0,50000.0
57311514,Ташкентская область,Газалкент,0,2025-04-27,110000.0,10,0,1,0,0,11000.0
51684140,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-05-27,36500.0,6,0,1,0,0,36500.0
56660432,Ташкентская область,Ташкент,Чиланзарский район,2025-01-28,340000.0,450,0,1,0,0,756.0
53949895,Ташкентская область,Ташкент,Мирабадский район,2024-04-27,130000.0,10,0,1,0,0,13000.0
55739167,Ташкентская область,Ташкент,Сергелийский район,2024-08-17,27000.0,8,0,1,0,0,27000.0
55439058,Ташкентская область,Газалкент,0,2024-08-23,40000.0,7,0,1,0,0,40000.0
57226309,Ташкентская область,Келес,0,2024-11-23,40000.0,13,0,1,0,0,40000.0
52571278,Ташкентская область,Мирабад,0,2024-10-29,75000.0,4,0,1,0,0,18750.0
55019812,Ташкентская область,Кибрай,0,2024-08-25,24500.0,6,1,0,0,0,24500.0
44992800,Ташкентская область,Ташкент,Сергелийский район,2024-08-28,11500.0,4,0,1,0,0,11500.0
56550202,Ташкентская область,Ахангаран,0,2025-01-11,45000.0,18,0,0,0,0,45000.0
47526371,Ташкентская область,Кибрай,0,2025-05-11,30000.0,11,0,1,0,0,30000.0
52430002,Ташкентская область,Чирчик,0,2024-07-20,68000.0,6,0,1,0,0,68000.0
47698139,Ташкентская область,Эшангузар,0,2024-05-12,102000.0,600,0,0,0,0,170.0
55381502,Ташкентская область,Ташкент,Яккасарайский район,2024-08-24,160000.0,2,0,1,0,0,80000.0
53396750,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-04-16,350000.0,10,0,1,0,0,35000.0
56687683,Ташкентская область,Ташкент,Чиланзарский район,2024-11-07,190000.0,844,0,1,0,0,225.0
58082415,Ташкентская область,Ташкент,Юнусабадский район,2025-03-22,,6,0,1,0,0,
54673858,Ташкентская область,Кибрай,0,2024-06-09,79000.0,79,0,1,0,0,1000.0
52952142,Ташкентская область,Ташкент,Яккасарайский район,2024-05-25,150000.0,2,0,1,0,0,75000.0
46651974,Ташкентская область,Уртааул,0,2025-04-13,3500.0,440,0,0,1,0,3500.0
36833388,Ташкентская область,Янгиюль,0,2025-04-24,1549.0,13,0,0,0,0,1549.0
55633646,Ташкентская область,Ташкент,Сергелийский район,2024-12-04,125000.0,5,0,1,0,0,25000.0
51932000,Ташкентская область,Бекабад,0,2025-01-27,11000.0,9,0,1,0,0,11000.0
53809752,Ташкентская область,Ташкент,Юнусабадский район,2024-10-04,110000.0,6,0,1,0,0,18333.0
47584533,Ташкентская область,Дурмень,0,2024-08-03,10000.0,16,0,1,0,0,10000.0
54862723,Ташкентская область,Паркент,0,2024-06-15,61500.0,6,0,1,0,0,61500.0
48435046,Ташкентская область,Чиназ,0,2024-09-22,8000.0,10,0,1,0,0,8000.0
41270934,Ташкентская область,Нурафшан (Тойтепа),0,2024-11-09,20000.0,21,1,0,0,0,20000.0
57163124,Ташкентская область,Ташкент,Сергелийский район,2024-11-19,150000.0,500,0,1,0,0,300.0
57067370,Ташкентская область,Янгибазар,0,2024-11-22,2350.0,15,0,0,0,0,2350.0
54581461,Ташкентская область,Ташкент,Мирабадский район,2024-09-05,110000.0,2,0,1,0,0,55000.0
51284726,Ташкентская область,Ташкент,Шайхантахурский район,2025-01-11,150000.0,50,1,0,0,0,3000.0
56127275,Ташкентская область,Ташкент,Сергелийский район,2024-09-08,58000.0,3,0,1,0,0,58000.0
53838966,Ташкентская область,Кибрай,0,2024-04-14,20000.0,4,0,1,0,0,20000.0
41793709,Ташкентская область,Зангиата,0,2024-05-04,170000.0,8,0,1,0,0,21250.0
50401262,Ташкентская область,Большой Чимган,0,2024-05-09,650000.0,10,0,1,0,0,65000.0
59242912,Ташкентская область,Коксарай,0,2025-06-04,25000.0,3,1,0,0,0,25000.0
54513598,Ташкентская область,Ташкент,Алмазарский район,2024-06-14,240000.0,4,0,1,0,0,60000.0
54752907,Ташкентская область,Ташкент,Алмазарский район,2024-12-05,30000.0,5,0,1,0,0,30000.0
51741335,Ташкентская область,Ташкент,Мирабадский район,2024-07-12,130000.0,12,0,1,0,0,10833.0
56833381,Ташкентская область,Мирабад,0,2024-10-27,27000.0,6,0,1,0,0,27000.0
56319903,Ташкентская область,Алмалык,0,2024-10-21,,2,1,0,0,0,
49410724,Ташкентская область,Коксарай,0,2025-03-20,150000.0,6,0,1,0,0,25000.0
53773951,Ташкентская область,Ташкент,Сергелийский район,2024-07-04,247000.0,8,0,1,0,0,30875.0
58919447,Ташкентская область,Ташкент,Яшнабадский район,2025-03-15,26000.0,2,0,1,0,0,26000.0
50530054,Ташкентская область,Ташкент,Юнусабадский район,2024-05-05,6800000.0,571,0,1,0,0,11909.0
40155056,Ташкентская область,Ташкент,Бектемирский район,2024-12-08,15499.0,3,0,1,0,0,15499.0
52942354,Ташкентская область,Ташкент,Юнусабадский район,2024-09-24,75000.0,2,0,1,0,0,37500.0
53650442,Ташкентская область,Ташкент,Яшнабадский район,2024-10-25,300000.0,12,0,0,0,0,25000.0
54688438,Ташкентская область,Кибрай,0,2024-08-03,14500.0,3,0,1,0,0,14500.0
52706604,Ташкентская область,Ташкент,Юнусабадский район,2024-06-08,12000.0,6,0,1,0,0,12000.0
54466937,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-21,110000.0,4,1,0,0,0,27500.0
49418633,Ташкентская область,Нурафшан (Тойтепа),0,2024-06-24,3500.0,12,0,1,0,0,3500.0
56356547,Ташкентская область,Ташкент,Сергелийский район,2024-09-24,185000.0,3,0,1,0,0,61667.0
53525726,Ташкентская область,Ташкент,Мирабадский район,2024-08-07,400000.0,6,0,1,0,0,66667.0
53303536,Ташкентская область,Нурафшан (Тойтепа),0,2025-01-29,10000.0,3,0,0,0,0,10000.0
50364431,Ташкентская область,Бука,0,2025-01-16,1500.0,15,0,1,0,0,1500.0
56940826,Ташкентская область,Кибрай,0,2024-11-11,65000.0,4,0,1,0,0,65000.0
57244071,Ташкентская область,Ташкент,Юнусабадский район,2025-02-22,60000.0,2,0,0,0,0,60000.0
59486038,Ташкентская область,Нурафшан (Тойтепа),0,2025-04-22,70000.0,70,0,1,0,0,70000.0
51327051,Ташкентская область,Нурафшан (Тойтепа),0,2024-05-18,,4,0,1,0,0,
46344524,Ташкентская область,Эшангузар,0,2024-06-02,40000.0,165,0,1,0,0,40000.0
52355826,Ташкентская область,Ташкент,Яшнабадский район,2024-05-02,260000.0,5,0,1,0,0,52000.0
50203130,Ташкентская область,Коксарай,0,2024-08-09,1500000.0,3,0,1,0,0,500000.0
51765540,Ташкентская область,Ташкент,Сергелийский район,2024-04-06,1500000.0,16,0,1,0,0,93750.0
55183437,Ташкентская область,Ташкент,Алмазарский район,2024-07-07,300000.0,6,0,1,0,0,50000.0
55855793,Ташкентская область,Ташкент,Яшнабадский район,2024-12-07,42000.0,16,0,1,0,0,42000.0
57699967,Ташкентская область,Ташкент,Сергелийский район,2024-12-25,37500.0,2,0,1,0,0,37500.0
56945159,Ташкентская область,Ташкент,Чиланзарский район,2024-11-04,45000.0,6,0,1,0,0,45000.0
50896798,Ташкентская область,Ташкент,Бектемирский район,2024-11-20,210000.0,6,0,0,0,0,35000.0
60420152,Ташкентская область,Чирчик,0,2025-06-30,385000.0,4,0,0,1,0,96250.0
55317797,Ташкентская область,Ташкент,Чиланзарский район,2024-12-12,5500.0,18,0,1,0,0,5500.0
52853226,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-16,210000.0,8,0,0,0,0,26250.0
55416967,Ташкентская область,Ташкент,Мирабадский район,2024-10-25,,8,0,1,0,0,
57514162,Ташкентская область,Ташкент,Сергелийский район,2024-12-12,320000.0,15,0,1,0,0,21333.0
56860758,Ташкентская область,Ахангаран,0,2024-10-30,5000.0,6,0,1,0,0,5000.0
50433415,Ташкентская область,Коксарай,0,2024-09-22,100000.0,5,0,0,0,0,20000.0
56633622,Ташкентская область,Искандар,0,2024-10-13,3000.0,78,0,0,1,0,3000.0
53642832,Ташкентская область,Ташкент,Яккасарайский район,2024-08-17,135000.0,10,0,1,0,0,13500.0
54451260,Ташкентская область,Кибрай,0,2024-07-19,10000.0,6,0,1,0,0,10000.0
56335286,Ташкентская область,Янгибазар,0,2024-10-22,16700.0,5,0,1,0,0,16700.0
51669031,Ташкентская область,Коксарай,0,2024-09-05,145000.0,24,0,1,0,0,6042.0
53898792,Ташкентская область,Келес,0,2024-04-17,215000.0,4,0,0,0,0,53750.0
51570455,Ташкентская область,Келес,0,2024-10-30,16000.0,2,1,0,0,0,16000.0
49245718,Ташкентская область,Зангиата,0,2025-04-09,140000.0,8,0,0,0,0,17500.0
50948160,Ташкентская область,Чиназ,0,2024-04-26,45000.0,13,0,0,0,0,45000.0
58375306,Ташкентская область,Ташкент,Шайхантахурский район,2025-03-01,206200.0,375,0,1,0,0,550.0
56592570,Ташкентская область,Ташкент,Бектемирский район,2024-12-10,17000.0,6,0,1,0,0,17000.0
50841415,Ташкентская область,Янгиюль,0,2024-08-17,45000.0,24,0,1,0,0,45000.0
57404510,Ташкентская область,Чирчик,0,2025-02-02,50000.0,5,0,1,0,0,50000.0
54885500,Ташкентская область,Ташкент,Учтепинский район,2024-08-16,400000.0,6,0,1,0,0,66667.0
54497566,Ташкентская область,Коксарай,0,2024-05-23,18000.0,1,0,1,0,0,18000.0
52195502,Ташкентская область,Ташкент,Шайхантахурский район,2024-05-10,340000.0,355,0,1,0,0,958.0
57703544,Ташкентская область,Келес,0,2025-01-24,13000.0,2,0,1,0,0,13000.0
60439552,Ташкентская область,Келес,0,2025-07-02,13000.0,4,1,0,0,0,13000.0
60094163,Ташкентская область,Нурафшан (Тойтепа),0,2025-06-06,64000.0,11,1,0,0,0,64000.0
54799978,Ташкентская область,Келес,0,2024-06-28,45000.0,4,0,0,0,0,45000.0
52350770,Ташкентская область,Ташкент,Юнусабадский район,2024-10-17,14000.0,4,0,1,0,0,14000.0
53771699,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-07-09,60000.0,15,0,1,0,0,60000.0
59257012,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-05-18,35000.0,5,0,1,0,0,35000.0
56754510,Ташкентская область,Келес,0,2024-11-12,120000.0,5,0,1,0,0,24000.0
58498937,Ташкентская область,Ташкент,Юнусабадский район,2025-04-17,180000.0,4,0,1,0,0,45000.0
50146927,Ташкентская область,Ташкент,Юнусабадский район,2024-11-03,300000.0,6,0,1,0,0,50000.0
52838694,Ташкентская область,Бука,0,2024-10-13,35000.0,30,0,1,0,0,35000.0
52172101,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-04-24,300000.0,250,0,1,0,0,1200.0
52545280,Ташкентская область,Ташкент,Яшнабадский район,2024-06-17,60000.0,3,0,1,0,0,60000.0
53801890,Ташкентская область,Янгибазар,0,2024-05-13,57500.0,6,0,1,0,0,57500.0
56492563,Ташкентская область,Келес,0,2025-02-05,25000.0,6,0,1,0,0,25000.0
45770175,Ташкентская область,Ташморе,0,2024-09-01,900000.0,800,0,1,0,0,1125.0
51214412,Ташкентская область,Ташкент,Сергелийский район,2024-05-12,35000.0,14,0,1,0,0,35000.0
52715961,Ташкентская область,Ташкент,Яккасарайский район,2024-05-27,150000.0,2,0,1,0,0,75000.0
59050301,Ташкентская область,Красногорск,0,2025-06-11,3000.0,25,0,0,0,0,3000.0
51030687,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-07-05,100000.0,4,0,1,0,0,25000.0
60298835,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-06-29,30000.0,11,0,1,0,0,30000.0
49855251,Ташкентская область,Ташкент,Мирабадский район,2024-09-18,100000.0,8,0,1,0,0,12500.0
59424421,Ташкентская область,Ташкент,Яккасарайский район,2025-07-01,899999.0,7,0,1,0,0,128571.0
53693430,Ташкентская область,Назарбек,0,2024-05-02,16000.0,9,0,1,0,0,16000.0
51987641,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-08,14000.0,16,0,1,0,0,14000.0
44726903,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-03-17,40000.0,300,0,0,1,0,40000.0
55206534,Ташкентская область,Нурафшан (Тойтепа),0,2024-10-07,3000.0,5,0,0,1,0,3000.0
57702818,Ташкентская область,Ташкент,Яккасарайский район,2025-01-01,225000.0,3,0,1,0,0,75000.0
55937101,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2025-06-29,125000.0,4,0,1,0,0,31250.0
54070223,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-10,25000.0,6,0,1,0,0,25000.0
54154712,Ташкентская область,Пскент,0,2024-06-07,7000.0,12,0,1,0,0,7000.0
56713650,Ташкентская область,Кибрай,0,2024-12-01,27000.0,6,0,1,0,0,27000.0
59369637,Ташкентская область,Ташкент,Учтепинский район,2025-05-04,123000.0,4,0,0,0,0,30750.0
52607455,Ташкентская область,Ташкент,Алмазарский район,2024-04-04,35000.0,15,0,1,0,0,35000.0
55317556,Ташкентская область,Кибрай,0,2024-08-06,65000.0,12,0,1,0,0,65000.0
52115650,Ташкентская область,Ташкент,Бектемирский район,2024-05-03,4500.0,8,0,0,0,0,4500.0
51725048,Ташкентская область,Ташкент,Бектемирский район,2024-08-25,12900.0,21,0,1,0,0,12900.0
44726652,Ташкентская область,Кибрай,0,2024-07-29,120000.0,8,0,1,0,0,15000.0
41086808,Ташкентская область,Нурафшан (Тойтепа),0,2024-07-29,25000.0,23,0,1,0,0,25000.0
51482604,Ташкентская область,Ташкент,Алмазарский район,2024-09-03,55000.0,30,0,1,0,0,55000.0
45345984,Ташкентская область,Ташкент,Бектемирский район,2024-08-20,35000.0,12,1,0,0,0,35000.0
53756962,Ташкентская область,Ташкент,Сергелийский район,2024-05-08,9000.0,3,0,1,0,0,9000.0
57258842,Ташкентская область,Чирчик,0,2024-11-25,150000.0,12,0,0,0,0,12500.0
55038899,Ташкентская область,Кибрай,0,2024-09-25,75000.0,675,0,0,0,0,111.0
55357136,Ташкентская область,Ташкент,Учтепинский район,2024-08-17,185000.0,370,0,0,0,0,500.0
54070409,Ташкентская область,Ташкент,Бектемирский район,2024-10-24,60000.0,3,0,1,0,0,60000.0
47616542,Ташкентская область,Янгиюль,0,2024-04-08,20000.0,35,1,0,0,0,20000.0
56040535,Ташкентская область,Зангиата,0,2024-09-02,16000.0,800,0,1,0,0,16000.0
55033908,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-09-02,55000.0,28,0,1,0,0,55000.0
51924664,Ташкентская область,Ташкент,Мирабадский район,2024-06-30,100000.0,8,0,1,0,0,12500.0
54736229,Ташкентская область,Ташкент,Яккасарайский район,2024-06-07,320000.0,4,0,1,0,0,80000.0
54279047,Ташкентская область,Кибрай,0,2024-05-13,15000.0,100,0,0,0,0,15000.0
52592696,Ташкентская область,Келес,0,2024-09-30,16000.0,4,0,0,0,0,16000.0
53132862,Ташкентская область,Янгиюль,0,2024-08-31,2800.0,4,0,1,0,0,2800.0
54103941,Ташкентская область,Янгиюль,0,2024-04-29,6800.0,6,0,1,0,0,6800.0
49426688,Ташкентская область,Кибрай,0,2024-05-09,72000.0,6,0,0,0,0,12000.0
53896017,Ташкентская область,Ташкент,Яккасарайский район,2025-03-13,650000.0,5,0,1,0,0,130000.0
54049501,Ташкентская область,Ташкент,Яшнабадский район,2024-06-11,16000.0,6,0,1,0,0,16000.0
59144530,Ташкентская область,Келес,0,2025-03-29,65000.0,4,0,1,0,0,65000.0
53966595,Ташкентская область,Ташкент,Сергелийский район,2024-05-30,40000.0,7,0,1,0,0,40000.0
42875193,Ташкентская область,Красногорск,0,2024-07-13,110000.0,34,1,0,0,0,3235.0
55859771,Ташкентская область,Чирчик,0,2025-01-13,378000.0,55,0,1,0,0,6873.0
59025094,Ташкентская область,Нурафшан (Тойтепа),0,2025-03-21,95000.0,366,0,1,0,0,260.0
58908313,Ташкентская область,Бекабад,0,2025-03-14,90000.0,11,0,1,0,0,8182.0
59211023,Ташкентская область,Зангиата,0,2025-04-03,16000.0,200,0,1,0,0,16000.0
55603904,Ташкентская область,Зангиата,0,2024-09-30,45000.0,6,0,1,0,0,45000.0
60400034,Ташкентская область,Кибрай,0,2025-07-01,12000.0,65,0,1,0,0,12000.0
56541344,Ташкентская область,Алмалык,0,2024-11-25,105000.0,7,0,1,0,0,15000.0
58911485,Ташкентская область,Бука,0,2025-03-17,23000.0,77,1,0,0,0,23000.0
55818510,Ташкентская область,Янгиюль,0,2025-04-15,135615.0,1,0,0,0,0,135615.0
53083607,Ташкентская область,Ташкент,Мирабадский район,2024-07-08,40000.0,7,0,1,0,0,40000.0
52891158,Ташкентская область,Назарбек,0,2024-07-18,21000.0,4,0,0,0,0,21000.0
56501778,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-10-04,135000.0,400,0,1,0,0,338.0
54301606,Ташкентская область,Кибрай,0,2024-11-19,250000.0,13,0,1,0,0,19231.0
55688293,Ташкентская область,Назарбек,0,2024-09-09,7300.0,12,0,1,0,0,7300.0
54276867,Ташкентская область,Ташкент,Юнусабадский район,2024-05-10,46000.0,3,0,1,0,0,46000.0
54900696,Ташкентская область,Ташкент,Юнусабадский район,2024-07-19,51000.0,4,0,1,0,0,51000.0
51591857,Ташкентская область,Чарвак,0,2024-09-01,63000.0,5,0,1,0,0,63000.0
55614025,Ташкентская область,Ташкент,Сергелийский район,2024-08-05,25000.0,7,0,1,0,0,25000.0
58671087,Ташкентская область,Нурафшан (Тойтепа),0,2025-06-06,950000.0,300,0,1,0,0,3167.0
54792050,Ташкентская область,Келес,0,2024-08-10,80000.0,4,0,0,0,0,20000.0
55264196,Ташкентская область,Ташкент,Сергелийский район,2024-07-26,35000.0,5,0,1,0,0,35000.0
51988345,Ташкентская область,Ташкент,Шайхантахурский район,2024-08-27,45000.0,6,0,1,0,0,45000.0
57212473,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-12-13,28000.0,6,0,1,0,0,28000.0
55604956,Ташкентская область,Ташкент,Юнусабадский район,2024-08-04,285000.0,4,0,0,0,0,71250.0
53587029,Ташкентская область,Кибрай,0,2024-09-17,130000.0,5,0,1,0,0,26000.0
54247459,Ташкентская область,Кибрай,0,2024-05-08,36000.0,3,0,1,0,0,36000.0
53929497,Ташкентская область,Ташкент,Юнусабадский район,2024-10-06,210000.0,4,0,1,0,0,52500.0
54799563,Ташкентская область,Ташкент,Юнусабадский район,2024-07-24,265000.0,300,0,0,0,0,883.0
54246281,Ташкентская область,Эшангузар,0,2024-07-07,100000.0,5,0,1,0,0,20000.0
51274873,Ташкентская область,Ташкент,Бектемирский район,2024-07-14,70000.0,4,0,1,0,0,70000.0
53041735,Ташкентская область,Ташкент,Алмазарский район,2024-09-24,140000.0,3,0,0,0,0,46667.0
46416642,Ташкентская область,Ташкент,Сергелийский район,2024-07-02,12500.0,1,0,1,0,0,12500.0
53804397,Ташкентская область,Газалкент,0,2024-10-26,200000.0,10,0,0,0,1,20000.0
56864800,Ташкентская область,Ташкент,Бектемирский район,2025-02-16,535000.0,107,0,1,0,0,5000.0
54464586,Ташкентская область,Ташкент,Бектемирский район,2025-01-18,18000.0,3,0,1,0,0,18000.0
52092937,Ташкентская область,Ташкент,Сергелийский район,2025-03-02,24500.0,8,0,1,0,0,24500.0
52144176,Ташкентская область,Янгиюль,0,2024-05-09,90000.0,16,1,0,0,0,5625.0
50496695,Ташкентская область,Нурафшан (Тойтепа),0,2024-09-26,25000.0,7,0,1,0,0,25000.0
49992800,Ташкентская область,Коксарай,0,2024-08-27,57500.0,4,1,0,0,0,57500.0
53391974,Ташкентская область,Кибрай,0,2024-07-28,115000.0,8,0,1,0,0,14375.0
56980007,Ташкентская область,Ташкент,Бектемирский район,2024-11-07,10000.0,260,0,0,1,0,10000.0
55405466,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-12,165000.0,4,0,1,0,0,41250.0
53209117,Ташкентская область,Чирчик,0,2025-04-12,7000.0,100,0,1,0,0,7000.0
54051620,Ташкентская область,Кибрай,0,2024-07-25,23000.0,8,1,0,0,0,23000.0
50500501,Ташкентская область,Янгиюль,0,2024-09-26,600000.0,100,0,0,0,0,6000.0
53697226,Ташкентская область,Янгибазар,0,2024-10-02,84000.0,12,0,1,0,0,7000.0
51292430,Ташкентская область,Мирабад,0,2025-06-10,150000.0,10,0,1,0,0,15000.0
46634371,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-08-12,160000.0,316,0,1,0,0,506.0
54415481,Ташкентская область,Кибрай,0,2024-05-18,40000.0,5,0,1,0,0,40000.0
50721792,Ташкентская область,Ташкент,Сергелийский район,2025-05-05,35000.0,3,0,0,0,0,35000.0
42730805,Ташкентская область,Назарбек,0,2024-05-04,5000.0,12,0,1,0,0,5000.0
50706295,Ташкентская область,Кибрай,0,2024-05-04,53000.0,6,0,1,0,0,53000.0
56683626,Ташкентская область,Газалкент,0,2024-10-17,600000.0,600,0,1,0,0,1000.0
54569136,Ташкентская область,Ташморе,0,2024-11-04,1500.0,51,0,0,0,0,1500.0
57109188,Ташкентская область,Эшангузар,0,2025-03-15,60000.0,10,1,0,0,0,60000.0
52915257,Ташкентская область,Янгиюль,0,2025-02-14,3500.0,7,0,1,0,0,3500.0
54417710,Ташкентская область,Ташкент,Мирзо-Улугбекский район,2024-06-01,130000.0,3,0,1,0,0,43333.0
51035122,Ташкентская область,Келес,0,2025-02-25,30000.0,4,0,1,0,0,30000.0
55518383,Ташкентская область,Коксарай,0,2025-01-25,70000.0,3,0,0,0,0,70000.0
50355490,Ташкентская область,Янгиабад,0,2024-05-21,70000.0,18,0,1,0,0,70000.0
51710089,Ташкентская область,Назарбек,0,2024-06-10,7000.0,6,0,1,0,0,7000.0
54920445,Ташкентская область,Ташкент,Юнусабадский район,2024-07-20,19000.0,8,0,1,0,0,19000.0
